version,count,min,avg,max
3.10.0-RC1-bin-20260527-2d9fc64-NIGHTLY,20,70.58,70.59,70.62
3.10.0-RC1-bin-20260528-7d0d3db-NIGHTLY,20,70.52,70.54,70.73
3.10.0-RC1-bin-20260529-d403f31-NIGHTLY,20,70.6,70.61,70.66
3.10.0-RC1-bin-20260530-db74ff5-NIGHTLY,20,70.72,70.73,70.77
3.10.0-RC1-bin-20260531-c26a453-NIGHTLY,20,70.53,70.54,70.58
3.10.0-RC1-bin-20260601-14e2cb8-NIGHTLY,40,70.55,70.57,70.77
3.10.0-RC1-bin-20260603-466fa59-NIGHTLY,40,70.57,70.68,70.97
3.10.0-RC1-bin-20260605-0ef4809-NIGHTLY,20,70.77,70.78,70.98
3.10.0-RC1-bin-20260606-dec42ae-NIGHTLY,20,70.31,70.32,70.37
3.10.0-RC1-bin-20260607-dec42ae-NIGHTLY,20,70.64,70.65,70.69
3.10.0-RC1-bin-20260608-e694d83-NIGHTLY,20,70.57,70.59,70.79
3.10.0-RC1-bin-20260609-b34a019-NIGHTLY,140,70.46,70.7,70.88
3.10.0-RC1-bin-20260616-4733954-NIGHTLY,80,72.22,72.31,72.56
3.10.0-RC1-bin-20260617-6ad8738-NIGHTLY,20,72.26,72.27,72.47
3.10.0-RC1-bin-20260618-f4f2cf3-NIGHTLY,100,72.18,72.32,72.67
3.10.0-RC1-bin-20260620-f157aa2-NIGHTLY,20,72.08,72.1,72.28
3.10.0-RC1-bin-20260621-b3a04ea-NIGHTLY,40,72.09,72.28,72.52
3.10.0-RC1-bin-20260623-225be3c-NIGHTLY,20,77.95,77.96,77.99
3.10.0-RC1-bin-20260624-3f638dd-NIGHTLY,20,77.67,77.68,77.71
3.10.0-RC1-bin-20260625-83306a8-NIGHTLY,20,77.95,77.95,77.99
