version,count,min,avg,max
3.9.0-RC1-bin-20260423-5d6b9a4-NIGHTLY,20,39.34,39.35,39.35
3.9.0-RC1-bin-20260424-4a012b1-NIGHTLY,20,39.4,39.4,39.41
3.9.0-RC1-bin-20260425-c79f519-NIGHTLY,20,39.48,39.48,39.48
3.9.0-RC1-bin-20260426-9bb129b-NIGHTLY,20,39.53,39.54,39.54
3.9.0-RC1-bin-20260427-9bb129b-NIGHTLY,20,39.44,39.44,39.44
3.9.0-RC1-bin-20260428-9cfa0dd-NIGHTLY,20,39.65,39.65,39.66
3.9.0-RC1-bin-20260429-88140bc-NIGHTLY,20,39.53,39.54,39.54
3.9.0-RC1-bin-20260430-a24622b-NIGHTLY,20,39.43,39.43,39.43
3.9.0-RC1-bin-20260501-0c8c581-NIGHTLY,20,39.56,39.57,39.57
3.9.0-RC1-bin-20260502-b264c19-NIGHTLY,20,39.61,39.62,39.62
3.9.0-RC1-bin-20260503-b264c19-NIGHTLY,40,39.64,39.64,39.65
3.9.0-RC1-bin-20260505-e7e22e6-NIGHTLY,20,39.86,39.87,39.87
